username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;imagelinks
vloggingnala;2014-09-15 06:41;0;0;"Took a pic cuz I was bored. #badselfie pic.twitter.com/1k4ujIgHf1";;;#badselfie;"511321340708925440";https://twitter.com/vloggingnala/status/511321340708925440;https://pbs.twimg.com/media/BxiUDK1CUAAFG4n.jpg 
1KMOON;2014-09-15 06:15;288;349;"RT FOR A FOLLOW BACK / DM #badselfie pic.twitter.com/ir3omBRswZ";;;#badselfie;"511314933431435264";https://twitter.com/1KMOON/status/511314933431435264;https://pbs.twimg.com/media/BxiOOI0IAAAsdEI.jpg 
New_VisionInc;2014-09-14 18:27;0;0;"Our Girls Rock Too... #badselfie pic.twitter.com/S9EP0VwRCZ";;;#badselfie;"511136581034737664";https://twitter.com/New_VisionInc/status/511136581034737664;https://pbs.twimg.com/media/BxfsAwwIEAAQbZa.jpg 
laurentoyota;2014-09-13 19:51;3;32;"We dare you to post the #badselfie ! Wait that should really be a thing. Let's see it @johndiemer @phoebedykstra pic.twitter.com/ub2S3i5kEf";;@johndiemer @phoebedykstra;#badselfie;"510795442867933184";https://twitter.com/laurentoyota/status/510795442867933184;https://pbs.twimg.com/media/Bxa1v4vIcAAdFPB.jpg 
herr_papa;2014-09-12 11:22;0;1;"Badselfie pic.twitter.com/gAp5AHttQM";;;;"510304894834987008";https://twitter.com/herr_papa/status/510304894834987008;https://pbs.twimg.com/media/BxT3mLOIYAA3lm3.jpg 
highchairkings;2014-09-12 08:20;0;1;"@marlenakayj I'm all about the #badselfie pic.twitter.com/plf5yq6DtZ";Minneapolis, MN;@marlenakayj;#badselfie;"510259169069645824";https://twitter.com/highchairkings/status/510259169069645824;https://pbs.twimg.com/media/BxTOAppCUAEP-AI.jpg 
MintApocalypse;2014-09-12 01:04;0;0;"Very attractively filming a video. #badselfie I didn't even know I could take pictures while filming. Oops. pic.twitter.com/hAW9SLb4K1";;;#badselfie;"510149330167033856";https://twitter.com/MintApocalypse/status/510149330167033856;https://pbs.twimg.com/media/BxRqHK1CMAA_MKJ.jpg 
Gee_Alhamar;2014-09-09 10:18;0;0;"Heisenberg and I are here to fuck shit up, and by that I mean sit quietly and pay attention in class. #BadSelfie pic.twitter.com/Za2Xr5b79u";;;#BadSelfie;"509201643074617344";https://twitter.com/Gee_Alhamar/status/509201643074617344;https://pbs.twimg.com/media/BxEMLimCQAA5cJj.jpg 
KyKyRawr;2014-09-09 05:33;1;5;"I've decided to wear one of my @zebrahead t-shirts tomorrow #mfzb4life #MFZB #college #badselfie xxx pic.twitter.com/KAb4mtgLCy";;@zebrahead;#mfzb4life #MFZB #college #badselfie;"509129897143730176";https://twitter.com/KyKyRawr/status/509129897143730176;https://pbs.twimg.com/media/BxDK8SYCMAE38bc.jpg 
pastorstevepbc;2014-09-09 03:42;0;0;"Sooooo I met Jason Reitman today. #whatevs #badselfie pic.twitter.com/0yOy5V3L6M";;;#whatevs #badselfie;"509102048227627008";https://twitter.com/pastorstevepbc/status/509102048227627008;https://pbs.twimg.com/media/BxCxnWqIgAAixvP.jpg 
Lydjellytot;2014-09-08 00:36;1;5;"Richards pink hat!!! I got to wear it!!!!! #besthatever #badselfie pic.twitter.com/GEsXzvUQJd";;;#besthatever #badselfie;"508692739157151744";https://twitter.com/Lydjellytot/status/508692739157151744;https://pbs.twimg.com/media/Bw89WaYIMAEF52m.jpg 
Fa1IMA_Alam;2014-09-07 21:54;0;1;"#badselfie #Reaction #veryfunny pic.twitter.com/KTGHpBcwHx";;;#badselfie #Reaction #veryfunny;"508652048741449728";https://twitter.com/Fa1IMA_Alam/status/508652048741449728;https://pbs.twimg.com/media/Bw8YV0fCIAAS6l2.jpg 
WahlstromThomas;2014-09-07 18:27;0;8;"Badselfie . Hela familjen badar 7september! #skönt pic.twitter.com/9vaEqxZ7n3";;;#sk;"508599901383847937";https://twitter.com/WahlstromThomas/status/508599901383847937;https://pbs.twimg.com/media/Bw7o6lyIEAAMOR-.jpg 
InstaWhiteHouse;2014-09-07 09:55;0;0;"My awful attempt at taking a selfie next to the White House… #badselfie #blurry #Fail #In ... http:// ift.tt/1xrQfhm pic.twitter.com/ggBRHaeQlK";;;#badselfie #blurry #Fail #In;"508471088297570304";https://twitter.com/InstaWhiteHouse/status/508471088297570304;https://pbs.twimg.com/media/Bw5zwrfIIAAPB_s.jpg 
Iain_McKenzie;2014-09-07 03:22;0;0;"Top evening with @johnnyricho ... A few too many Vinos #badselfie pic.twitter.com/ijyZjyKl4n";;@johnnyricho;#badselfie;"508372100047192064";https://twitter.com/Iain_McKenzie/status/508372100047192064;https://pbs.twimg.com/media/Bw4ZuowIYAAQz5I.jpg 
mearlcolaco;2014-09-06 07:57;0;0;"No one believes me when I tell them I met #Akon today. Now C'mon! #BadSelfie pic.twitter.com/e57T8xeGZ9";;;#Akon #BadSelfie;"508079121209913347";https://twitter.com/mearlcolaco/status/508079121209913347;https://pbs.twimg.com/media/Bw0PRMqCcAAEX33.jpg 
ZeDoctah;2014-09-05 22:56;0;0;"Lol you think your selfie is bad? Look at his #badselfie #selfie #duck #lol #funny #ifunny pic.twitter.com/H75xFipHYE";;;#badselfie #selfie #duck #lol #funny #ifunny;"507942868481474560";https://twitter.com/ZeDoctah/status/507942868481474560;https://pbs.twimg.com/media/BwyTWKsIcAE4pgt.jpg 
JOEBONILLA;2014-09-05 07:54;1;2;"Opsss! Felices los cuatro no? #badselfie pic.twitter.com/K2pUJ3WW3P";;;#badselfie;"507715934425870336";https://twitter.com/JOEBONILLA/status/507715934425870336;https://pbs.twimg.com/media/BwvE84oIEAARR38.jpg 
therealpaddyb;2014-09-01 17:35;0;0;"@KimmyJCrow you were right , that photo was just black. Thanks anyway . #badselfie pic.twitter.com/k7mHc9zLmp";;@KimmyJCrow;#badselfie;"506412507800813568";https://twitter.com/therealpaddyb/status/506412507800813568;https://pbs.twimg.com/media/BwcjfbRIcAAhuJm.jpg 
highchairkings;2014-09-01 07:04;0;4;"Hey @awillis #badselfie pic.twitter.com/TUtHWe0xQI";Minneapolis, MN;@awillis;#badselfie;"506253810315325440";https://twitter.com/highchairkings/status/506253810315325440;https://pbs.twimg.com/media/BwaTKE-CcAAfeJT.jpg 
highchairkings;2014-08-31 05:25;1;3;"Just another #badselfie pic.twitter.com/trw9c9Ti5D";Minneapolis, MN;;#badselfie;"505866507218604032";https://twitter.com/highchairkings/status/505866507218604032;https://pbs.twimg.com/media/BwUy6EsIUAAgJm-.jpg 
fabmels;2014-08-28 06:35;0;2;"I feel like this picture perfectly describes how weirdly awkward I am and why I'm always alone lol jk #badselfie pic.twitter.com/B3qtJysoRe";;;#badselfie;"504796921782104064";https://twitter.com/fabmels/status/504796921782104064;https://pbs.twimg.com/media/BwFmIAeIAAEdRgV.jpg 
